id,sentencia original,label,len_chars,len_words
787147432803069952,Mi novia me compro un pajarito hermoso y cómo está en cautiverio se loq sido ella en la casa no me lo deja cuidar,NEU,113,24
796293427507793920,@GerardoAmarilla y pensar que acá en #TreintaYTres le hacen monumento a #Comunistas. En #Flores a #Sendic. Cuan equivocado estamos,N,130,19
796254025033322496,Que dicha que me vale todo lo que todo el mundo diga,P,52,12
817849572865273857,"@ladelbosque29 acude al próximo llamado que hagamos aqui, muy sencillo. Con guantes, zapato cerrado cómodo y si tienes una pick-up mejor!",NEU,137,21
801648039345745920,Mis anteojos están demasiado flojos y eso que tienen meses de comprados,N,71,12
805160959505481728,"@Flor_uy @igalvar71 nuevamente, pensamos distinto.Para mí son a la vez solidarias y se benefician. Van de la mano, no son contrarias",P,132,21
816635099030528001,"Días!!! Si confías en tu mente, tendrás que tomar decisiones toda tu vida. Si confías en tu corazón, será tu última decisión.. Besitos",NEU,134,23
800580376431312896,"@AlbertoRaimundi Es shileno, Alberto, nada más que agregar, ajajajaja. Beso!",N,76,10
817571228399652865,Hola doc @AlbertoMunoz alguna recomendación para hospedarme en SFO o LA?? Si tiene un contacto mucho mejor gracias,NEU,114,18
808210014494228480,@meel_solis estamos en la misma lucha,NEU,37,6
796852759572217860,Jaja Trump en los primeros 3 meses se va a traer abajo el TLC nos vamos a ir todos a la mierda,N,94,22
817485192306851843,Estoy muy triste porque antes me llenaba con 2 pedazos de pizza y ahora con uno,N,79,16
814995688723456001,@JuanamartinezH Seguirme es lo único que tienes que hacer.,NEU,58,9
817261340200865793,@chelita19_esme hahaha te la curas? con el que sea lo chido es ir Posiblemente contra Tigres vaya sho :v,P,104,19
817504807359578113,Alguien quiere hablar conmigo por ft de audio ?? estoy en la escuela ya acabe todo y estoy muuuuuy aburrida,N,107,20
771043016106708992,Estos días me encuentro muy débil... espero que se me pase pronto!!!,N,68,12
"8,01071E+17",@TatoGI los años no pasan en vano,NEU,33,7
806516119058186240,Que duro iniciar el día con noticias tristes,N,44,8
768018934385807360,"Es muy raro el sentimiento que tengo ahora, aunque en fin... Qué más dará",NEU,73,14
818854377263890433,@lcjury no me digas que está perdido lo que te regalé,N,53,11
768487102308818944,@liamverse se llama saber cual es la mejor forma de crear estructuras que aguanten ese peso,NEU,91,16
770258438504976384,@pvaya @Sailor_Tesserei @Sh3rryMH es que es una reivindicación muy de moda... Ya sabes... de gente pedante como yo,NEU,114,18
792572019921522688,un capitulito de Gilmore es la medida perfecta para esperar a que la masa crezca...,P,83,15
782020700227923968,Fin de la Misión #Lima-limon: Muchas gracias a tod@s por el cariño y por la buena onda!! El tiempo fue corto pero se repetirá visita,P,132,25
765014135130259456,Es que es taaaaaan bonito,P,25,5
808316671194710020,Buenos días pipol ️ Voy de camino al doctor que me cuesta respirar :c sí muero en el camino recuerdenme  ya no aguanto la gripa &gt;,N,132,26
810255365396951040,"Hoy tocan los Fabulosos Cadillacs, SUM 41, Papa Roach, Gondwana, Simple Plan y como 20 bandas masny no estoy ahi",NEU,112,20
814521156510236672,"@JEESrcismo por eso mismo. Yo no veo la diferencia en una supuesta ""vida sana"" impulsada por el veganismo y el resto",NEU,116,21
790537939965050881,"Ganas de pasar todo el día acostada como ayer me sobran, pero tengo clase",N,73,14
"8,00783E+17","Me gustaría pensar que me están haciendo un bluffing, de esos que yo haría. Pero algo me dice que no es así",NEU,107,22
817450350798077952,"@ErickCt_ nosotros estábamos muy feliz mente cazando pokemon, siguiendo nueStra ruta y tuvimos un encuentro desafortunado",NEU,121,16
818566742507212804,@nahimachoura que te pareció el tercer uniforme de nuestras aguilas? A mi no me gustó pero se ve mejor que el de local...chale..,N,128,23
792947445353152513,"Mi vida cada día esta mejor, para mi gusto pero para molestia de muchos, lastima xq no debería molestarte lo que a otros los hace feliz",NEU,135,26
771844261365121024,@GiorgioJater pero tampoco hace falta abrirlo para hablar,NEU,57,8
786389230482186240,@RoSo_54 @Adri_tranqui ya estoy pronto ! la cucha despejada !,P,61,10
817533024497700865,"Ya estoy muy abrigada sentada en la sala, para salirme de la casa y nada que pasan por mi",N,89,19
808565211623997440,"Mañana es, posiblemente, el último encuentro de Natura que dirija y Enero ya empezar en Yanbal",NEU,94,16
816632674353901568,Buenos días Pues vamos a empezar a darle a esto!!! Ahora va la mía Y q venga todo con mucha candela!,P,100,21
804486499421028354,@EnzoGrilloB Lo tengo en Febrero igual jajaja,NEU,45,7
814186483724746752,Esta súper raro por que el año pasado vino a buscarme a la puerta de mi casa y yo ya estaba en el camión de regreso a puebla,N,124,28
800209365831532544,"ESTOY HARTA DEL SEMESTRE  -Yo, sábado por la noche, resolviendo integrales para encontrar áreas.",N,96,14
818924714076868609,No soy una eerta en la cocina pero lo poco que sé siempre me ah funcionado.,P,75,16
806152341749698561,"@HolaSoyBataa Pero interrumpiste en mi sueño, perdí el sueño en ese momento y gracias a ti no fui a trabajar porque me quede dormida",N,132,24
816881963013468161,Pero llegar al hogar me da inmediata alegría en el corazón. Y así es como mis días cierran bonito desde hace un tiempo.,P,119,23
795872145251385344,@lauritasole Yo una vez le dibujé unos corazones a mi profe de inglés en el examen final. Igual me jaló,NEU,103,20
769979431163224064,"@SilversunRhythm bueno, Los miserables es un libro ""pesado"" o el Silmarillion, y amo los dos, así que valdrá la pena",P,116,20
808866758543056896,"no puede ser que ya no me pueda ni eresar en esta red social por qué todo se lo rolan a mi mamá, créeme que no ayudas en nada",N,125,29
772050821018181632,"@eydydhw si que me deja, pero no me deja elegir pincel, boligrafo, etc como en el tutorial  y hace que quede un poco raro",N,121,24
770947417130885120,@Sr_Zeta hola vengo de intagram  en verdad ya te seguia pero hola igualmente,P,76,13
770862443908202496,Tienes una voz bonita @cristinabosca ahora sólo tengo que aprender a diferenciarla  me gusta la voz que tienes,P,110,18
816476446990311424,Esos taquitos al pastor me están destrozando el estomago peor que tus engaños,N,77,13
815784446758506496,Ya estuve sola antes y sé que todo estará bien.,P,47,10
816652657792159746,Ya no logré mi propósito de ser más puntual. Voy a tener que esperar hasta el 2018.,N,83,17
770213306510565377,"@lococamionero  Otra cosa es que no tuviera seguridad social, porqe no era obligatorio en su situacion. Lee, los libros no muerden",N,130,21
808143467083862016,"@franky2055 que dichoso ya casi terminas, yo apenas voy por el 85 jaja",NEU,70,13
795848586269523969,Que viene Nonpa y fijo es para mayores. Ya lloro.,N,49,10
770960812785692672,No me pongáis Galantis que pienso en el Arenal y lloro,N,54,11
785792873681870849,"@soyvedito soy una mierda egocentrista, sin rumbo fijo en la vida, que no merece mucho o casi nada... etc... ufff sono bien desahogarse",N,135,23
807270596723830784,#ElPeorAmigoSecretoEs el que le dice a todos quien es su amigo secreto o el que te regala un caramelo diminuto que venció hace 2 meses,N,134,25
770567971701940224,@LonelySoad mientras que no te pillen la primera semana que es cuando tienes la nariz como un payaso,N,100,18
800477126189322240,"Estoy muy feliz por las chicas , todo lo que han crecido en la industria estoy muy feliz las amo con todo mi corazón #5HonAMAs",P,126,25
800884833509658624,"@anamablaba buena idea, anis, pero ellos saben que yo ni un pancake puedo hacer bien",NEU,84,15
813495892439343104,@Cirribarren1924 @saravia_caro @rodobarriosayon No puedo ver esas mariconadas.,N,78,8
811582002398953472,@Monilict justo hoy tengo la cena de fin de año del trabajo y vine en vestido,NEU,77,16
768561417037512705,Yo Me cago En los muertos De todas Las bacterias malignas De mi Garganta.,N,73,14
779693903645593600,"No son ni las 9am y aquí estoy a moco tendido, llorando con una pelicula con Cameron Díaz que se le muere la hija",N,113,24
811407432421404673,Y nos vamos encontrando a un ex en el hotel...,NEU,46,10
784013195321061376,"@jkriptos @lmongeb Jajajajajajaja! No, soy la que consume no la que las produce. Saludos Jason que disfrute ese súper viaje.",P,124,20
814286657528754178,"Ya déjalo, ya está muerto :v @AlanGarciaPeru @DiarioDeCurwen",NEU,60,8
815813925350555651,"@Arissima yyyy gracias, te vamos regalar una playera",P,52,8
813568893063233536,Me alejé tanto de mis amigas de la universidad por lo que me fui a estudiar de noche y no saben cuánto las extraño,NEU,114,24
799817195337478144,@YamileUc pos yo no sabia pensamos que ya se habían ido pero luis vio el mensaje y corrio jaja y yo ni podia seguirle el paso ja,NEU,128,27
809788356901146625,Que yo quiero ser el nido cuando se cansen tus alas.. pequeña sonrisa sonora @manuelcarrasco_ @CarlosJRubiofm @GannyMartin @Fansdelaradio,NEU,137,18
776660584024662016,Morí @AlexisDescalzo me dio like #Bombon,P,40,6
770316471578796032,Me  he acostumbrado tanto a ver vídeos de @WildHater  pelirojo que veo  los suyos antiguos  y es como,NEU,101,18
804718720715255809,"Este año más que otros ocupo trabajar esta temporada navideña, ocupo plataaaaaa! Si alguien sabe de algo me avisa",NEU,113,19
814779298154299393,serías tan dispersa en no darte cuenta q tenías ganas de hacer pipí.. qué bonito tu mundo no regreses a éste de no ser necesario; calita,N,136,26
768099860717432832,"@cigotenks Me apiado de ti, yo me entero de que existen porque tú los encuentras. O sea, alguien los lee primero",N,112,21
809192824969330688,se supone que ya grabaron para mañana no? entonces ya saben quien sera eliminado y por sus caras tal vez sea guerrero,NEU,117,22
769847264332439552,@PitiHurtado @ecorbella A cascoporro! y karate-press a saco fijo,NEU,64,9
815434636251828224,"Mi último tweet del año. 2017 va a ser un año muy perro en muchos ámbitos. Pero puedo con él, va a traer muchas cosas buenas",P,124,26
802742656841314305,@laqvienedelsol @PilarAcuna Yo la dejé como 3 años y ahora volví. El día que termine del todo empezaré un largo duelo,NEU,117,21
807931474796249088,Feliz cumpleaños botija! @latiajulia_ bienvenida a los 30's!,P,60,8
799401064210501632,Bueno hoy fui a almorzar a Nanay con otras 3 dras xq la capacitación mal organizada no nos dió almuerzo y encima nos mandan a comer 2pm,N,135,27
806850707219484672,Las tenis blancas no se usan todos los días,N,43,9
797536079817703424,"Ayer descubrí que no soy amargada, en realidad soy preocupada.",NEU,62,10
782503910372245504,@GermanDeJuana Bon jour German Buen día,P,39,6
771101604305051648,@ElSpeaker La vida nos lleva por caminos inextricables jajaja Me alegro de que te haya molado el programa de hoy,P,112,20
815410498749353984,@tomo_como_rey Feliz año washitos!!! Les deseo lo mejor del mundo y les mando un fuerte abrazo!!! Que nos volvamos a encontrar en el 2017,P,137,24
811915425189609473,Se acaba un año muy productivo en memes,NEU,39,8
818987737151700992,@RoberHerreraA @ABCDesignated ay amiguito yo esperaba cada domingo para capítulo nuevo,N,86,11
770256720111206400,Y en nada estará disponible vía #soundcloud mi nueva sesión con el mejor house y un rollazo flipante,P,100,18
818963123646373892,"@leomall2018 Según yo era como aviso, pero ahora sí ya es oficial",NEU,65,12
781528328712880128,"@BurodeCreditoMX por curiosidad intenté en 5 bancos distintos y en todos declinado, pero mi reporte está en verde y mi score también",NEU,132,22
816269451150528512,"@sapitomen de me ntojaban más unos de canasta. Jijiji háblame de tú, porfa",P,74,13
768220253730009091,@Yulian_Poe @guillermoterry1 Ah. mucho más por supuesto! solo que lo incluyo. Me habías entendido mal,P,101,15
797070603912118273,"Por fin río, caray. Después de lo de ayer, pensé que me iba a deprimir, pero hoy estoy feliz",P,92,19
813824847499460611,"@DafneCa1 estaba pensando en preguntarte sí ibas a ir jaja :v,el jueves nos vemos allá me voy a sentir raro por que todos ya se llevan",NEU,134,26
784230677751431168,"@grisel_ok a mi y a muchas personas nena ,que pasa ?aunque no nos conozcamos aqui estamos presente yo estoy",P,107,19
771317218634149888,"En situaciones en las que no sepas que hacer, sumérgete en ti y sólo así podrás escuchar lo que tú alma y tu corazón tienen que decir",N,133,27
814710034236080128,"@BrujaMalvada_ no tengo en la casa apenas entre, te mando uno así jaja",NEU,70,13
816333644302123008,"@J_Pietra Me gustaria conoserte Y estar 1 dia contigo y con todo el plantel de chivas,me gustas como narra pero como nunca me aras caso",P,135,25
769936671739633664,El solo que hace Rosendo en Flojos de Pantalón es Flipante!!!,P,61,11
786460219576422400,@ToloTelli14 @BrandonLemusV @CaioTeensarta @marca y la ultima tuya hace 15.,NEU,75,10
811041345288732672,"@AfichesManudos Con las rayas más gruesas, me gusta Pumas sabe lo que hace",P,74,13
767020972633448448,"Curioso. Entre ""a mi nadie me pautea"" y ""me entere por la prensa"", ahora queremos un periodista lider de opinion presidente. Genial",N,131,22
772297057788801024,@KOPURISTA Algo estoy haciendo mal,N,34,5
809989329833443328,Noche de pisco sour + películas con mi flaco,NEU,44,9
757418118947872768,"Mi horario de este semestre es tan tan feo, que me tendré que despedir de mi poca vida social y del estreno de suicide squad",N,124,25
818624796011483138,@Soymarioruiz a mi se me acabaron desde la semana pasada,N,56,10
796811106723495936,#CuandoTengoPlata lo gasto todo muy rápido,NEU,42,6
793330444628623360,"Sanguchitos, cafecito calientito y maraton de peliculitas de #Saw... Yo tambien me llamo Perú. Asi o mas tranqui??? Dulce o Truco???",NEU,132,21
814004842184196097,a mi mejor amiga no le gusta el ceviche ni los makis y me siento frustrada porque no podemos ser BUENAS mejores amigas,N,118,23
806710506098753536,"Mi bebé primero reniega porque tiene hambre, y cuando ya comió un montón, reniega porque está muy llena. La más linda es",P,120,22
774259406364106753,por qué tengo un nombre tan feo,N,31,7
803786450852605952,@rebsvargas Un masculino adulto que es fanático obsesivo de My Little Pony,NEU,74,12
772358462110048256,"Venga sí, y me tiene que tocar el Bus sin pantalla para poder  pasar 5 putas horas de mi vida algo mejor  jaja #LaPobreza",N,121,24
804752001716408320,uno sale re feliz de la prepa y de pronto se encuentra con el trafico del mal y no hay cuando llegue a casa,N,107,24
772904194768535553,@lunasyney no puedo meterme con el IX porque su diseño es precioso y porque lo que jugué antes de perderme y dejarlo me encantó,P,127,24
798389385511272450,"Afortunadamente todo te quepa re-bien Pero este look tuyo no me agradó Pero eso no es primordial, tu esencia…",N,109,19
795832182363275264,@EcoFeminita gracias! Estoy encantada con la web. A ver si coordinamos una nota.,P,80,13
796989459912867840,Bueno a comer algo y a dormir,NEU,29,7
808031072546156544,@LiaTitoo Graciaas!! Vos también te lo merecías Fue re lindo tener una compañera como vos,P,89,15
758751812543324162,@lagartoblue buen tip muchas gracias,P,36,5
802232548504010752,"@mishafantana si obvio eso es lo importante, gracias por preguntar",P,66,10
769895102898638848,@Ivangomezruiz @TurismoAsturias De allí volvemos después de una semana espectacular,P,83,10
808578895016562688,Necesito un creador de contenido para mi página ¿Algún interesado?,NEU,66,10
"8,18739E+17",Últimos momentos en medicina familiar y de guardia C,NEU,52,9
808665366880747520,"@claudiacisneros ...nada queda de ese Canal N que informaba la verdad cuando todos los medios estaban vendidos, que pena",N,120,19
781838184745435136,lo peor es que no voy a poder ver el cap de greys hasta que vuelva de clase,N,75,18
770275603471855616,@ImFebrer no me hagas daño  @xSeth_Army que cruel jajaja habría q verlo ^^,N,74,13
798384095730409472,#superluna eectativa vs realidad. Gracias • • • • • • • #crc #puravida #costarica…,NEU,82,15
766495816009846784,"@VeronikMGWV hoy dia tiene 9 meses mañana te paso fotos actuales ,si es un zorro adorable ,llego a mi vida en un momento justo lo adoro",P,135,26
770290742984110081,Voy a dejarme crecer las cejas a tope en plan naturales porque,NEU,62,12
817185201885499392,"Que bueno que no soy mamá, sería la peor de todas, les daría puro jugo verde y Macaroon and cheese feo",N,102,21
770337737673179136,ojalá justin subiendo una foto comiéndose la boca con sofía para que os den por culo a todas,N,92,18
810852142923845632,hola chicos perdon por no subir videos estube en fermo pero ahora no y a ya subi uno mirenlo,NEU,92,19
803760938436411400,"@mister__lemon @Goberlik @derraeb Dicen que escribió ""cuando sea grande quiero ser como vos""",P,92,13
815482860333395969,"ONQ16, IBExams, Grad.PrepaTec, VemRD, Grad.IB, ITESM INQ, EMRIA. Fue un buen año #2016 y el que viene, mejor!!",P,110,18
809616680691363840,Sera un To3 CC  Timebomb el dia domingo 18 de Diciembre a las 8:30 hora de Mexico. Pueden mandar sus teams apartir de ahora. Es libre,NEU,133,26
775530836963844096,@grazianopascale @Arq_fmartinez el nivel de delirio en los dirigentes es preocupante por decirlo sutilmente.,N,108,14
816721144325832705,¿Porqué las personas no captan la mega no indirecta de enviar flores? Mi escritorio se sigue viendo sin vida jajaja,N,115,20
788148729765302272,Pro no es muy estetico,N,22,5
795861665665323008,"No se con qué rayos pintan la señaletica de las pistas, pero mi cuarto apesta a esa huevada",N,91,18
787397324725166080,Si se enoja bueno ya no corre mas esa de callarme lo que siento. Estoy re sincera y eso te duele,N,96,21
817398806375374848,Estoy malita de la gripa,N,24,5
771116409241894913,"@marulango apuntaba en ángulo correcto a una superficie reflectora, científicamente, sí",NEU,87,11
773017884968808448,Buenos días bbs qué tal yo mal,N,30,7
819103215392325633,Lo único que hay para comer es un tomate,N,40,9
770434744748236800,@ragnomuelle Yo a veces hecho de menos mi pelo largo por eso mismo entre otras cosas,N,84,16
769885529085190144,@ClauNavarro777 en verdad sí pero yo estuve intentando varias veces quedarme dormida,N,84,12
816551106960424961,Es neta lo de los tacos?,NEU,24,6
777233645836898304,"@Cybertario Es como ""no escupir para arriba"", me extraña que el corporativismo (o las transnacionales lo hagan ir a lo literal",N,126,21
772366871513423872,los rts de Leila son los mejores,P,32,7
816856304962539520,De la nada me empezó a seguir @Chilaquiloteca y me enteré que existe ese servicio... porque a veces también me pasan cosas buenas,N,129,23
802140281034461184,"@ElConservadorUY 2,98 No alcanza ni para un batido decente!!",N,60,9
768562609029255168,@feralcazar_ es grasioso porque en vez de aspirar a ser alcalde aspiras a concejal...,N,85,14
796788190279598080,"@MauFonseca11 @FexCR el otro muchacho que es nieto del señor de las galletitas, siempre tuvo una dulce navidad",NEU,110,18
818261014407843840,"Al final, siempre me quedo sola en casa",NEU,39,8
758120146607091712,"@jdclarke totalmente, lo del físico se deja atrás cuando el una persona atractiva en todo sentido. Incluyendo sus propuestas y cerebro",P,134,21
813391886962618373,El tiempo de Dios es siempre correcto; espera con paciencia que Él actúe.,NEU,73,13
816569028013686785,"Mi sueño no es tan imposible, tan solo es viajar a Canadá yo sé que puedo lograrlo",P,82,17
818647598659698688,#LosLunesDebenSer sagrados y trabajar hasta el martes,N,53,7
770550930534170624,Buenos días Magaluf ! @BHmallorca #BHmallorca#Magaluf #Mallorca #Island #Summer2016… https://t.co/amAnsSDaxI,P,108,10
811730133006491648,"El problema de las ofertas ahorita, esque no llegó al mínimo para regalarle a mi amigo secreto. Y siento que lo voa estafar",N,123,23
809553147383386116,"@Agusblanco01 te dije que era la mejor serie, igual a mi no me sale hasta el 26 de eneero",P,89,19
770388896530239488,"@wilma_lorenzo No dobles las esquinas! Pon post-its!, se queda más cuqui  https://t.co/DFKQaseaNA",NEU,97,12
817566475133194240,@futaztecadep Saludos al profe David y al @martinolimx! Feliz 2017 Maestros de la narración.. Carajo!!!! diría el Dr. Garcia,P,124,19
804533414326059008,@FerrCarrillo ta re grande y Preciosa !! Bien Logrado  ...,P,58,10
761195957903953920,"@AnaVM llego tarde, soy huge fan la empecé en el 2000, crecí con ella sube y cae tiene de todo como toda serie, temporadas favoritas...",P,135,25
754927980959428609,el agu me dejo solo,N,19,5
801444641933553664,@CaELiKe Que tengas un fantástico día Caeli,P,43,7
770299754576244736,"VALE YA FUNCIONA ALELUYA he tenido que cambiar el boton de la palanza derecha, por el de la izquierda q estaba roto",P,115,22
813248768300740608,"se acaba el 2016 y con él, el internet gratis de movistar 4G",N,60,13
817033724046897152,"@JJSanchezB Tenemos la Pre inauguración de la e de #Barbie el viernes 6 de enero, y el sábado 7 de enero sería día normal",NEU,121,24
812136526868074496,@zinoscrew por que piscis al ultimo porq,N,40,7
812096891311661057,"Lo más probable es que le hable borracha en año nuevo, aprovechando que también es su cumpleaños. Ay",NEU,100,18
816307446180380672,"@DhasiaWezka yo creo que seria muy bonito entrar a tu tw y ver ese ""Te sigue""",P,77,16
793164052847484928,"La vez pasada hice una amiga de baño en el Club. Se llamaba Naomi. Saludos Naomi, te tengo presente.",P,100,19
798744444790972416,"Por gusto redacté un testamento para que Ale se lo publique a Steven ... Gracias Perú, me dejaste misio y encima Ale no publica nada",N,132,25
815797166660874241,Empece el año con una gripe bien perra y atascada estoy muriendo gggg 🤧🤧🤧🤧,N,74,14
801073708337156096,"@titabobra exacto, qué colera me da eso",N,39,7
757258941210382340,"Mae mañana llego a las 10, cuidado te quedas dormida porque a las 10 estoy ahí -Liena, se quedó dormida y no ha llegado.",N,120,24
796387096823033857,@mary_robre asi que ahora tenemos una posible nueva carrera armamentista in the making,NEU,86,13
768566966906974208,"@Kosto_Trading @juanrallo Lo de prohibir el casco e ir enmascarado también es arbitrario y sectario, no?",N,104,16
817500669015752704,"Tengo a un AMIGO que canta desafinadamente feliz, pero así lo quiero.",P,69,12
774405946806337536,Me ha picado un mosquito en el dedo gordo del pie y me pica y si me arrasco me hago cosquillas sabeis que sufrimiento estoy pasando??,N,133,26
781362181795377152,Todo va de mal en peor,N,22,6
768566746773159936,@lirondos Ya lo tenía fichado y tengo ganas de darle uso  ¡¡Gracias!!,P,69,12
816738498095050752,"@TuiteroRegio @Bomborisimo Jajajajajajajaj ya están peor que Peña, puro atole con el dedo a los tuiteros",N,104,16
803626014127439873,"@Alejandro__Ge hay que pulsearla bastante, lo he intentado un par de veces y nada Pero que buena foto mae.",P,106,19
797255920111656960,"@ldpilarevolledo tolerancia pilu, tolerancia siempre nadie es mejor o peor por la musica que escucha shaky shaky shaky shaky shaky",NEU,130,20
782322632364396544,Porque the City? alcohol adulterado y exceso de gente. Es pesimo! He ido 2 veces y las dos me la pase del asco. No quiero ir otra vez,N,133,28
811817842144329728,"@IvettlyOficial Que alegría, que bueno, me alegra escuchar(leer) eso.",P,69,9
810006087764180993,"@JJNL21 siii a estar asustada, pero son horribles estos dolores ni modo",N,71,12
770648450039971840,hoy ha sido ver a un perro muerto en el anden izdo. de la autopista huelva-sevilla y entrarme toda la impotencia del mundo,N,122,23
818668256290476034,"@jis_cuva uy si sobretodo nos dieron puras en la sierra están horribles, si al Chávez",N,85,15
783470514727686144,Happy Birthday to the adorable #Dakota Feliz Cumpleaños para la adorable #Dakota,P,80,12
818350897025515522,@MartinCaligaris Es mí Martina Jajaja Regresaste a los saltos mortales!!! Eso es bueno Te quiero mucho! Beso de regreso muack muack,P,131,21
792895126431420417,millennial memorial: cambiar contraseña wifi con el nombre del gatito amigo de boabdil que se acaba de morir,NEU,108,18
771069415710490630,Se qué razas están entre mis preferencias... pero va a ser muy difícil adoptar alguna de ellas,N,94,17
774270571861401600,"Pues qué queréis que os diga.. lo nuevo de GAGA está bien, pero lo nuevo de SIA está muchísimo mejor. ¡Es una canción mucho más completa!",P,137,26
782814581248983040,3:23 AM instalando todo en un celular de emergencia y a ser paciente porque es lentoooooo pero me salvo otra vez,NEU,112,21
817570323608399874,Mas cuando no tienes a alguien que te de esas palabras de aliento que necesitas para sentirte mejor,N,99,18
790315522558754816,Ese momento en que tienes que decidir algo ya y no tener una idea que es mejor,N,78,17
812141626642534400,"Suerte que despierto junto a tí, suerte que senti lo que sentí, Suerte que hay más para conocer Suerte que contigo creceré",NEU,122,22
818540852662456320,"@crystinahotwife @CyDiosas Se ve hermosa! Me dan ganas de comerme todo eso y con este frío, de estar adentro",P,108,19
807698231987736576,"*Bueno, aflojando con el protector solar, voy a jugar al volley #Camiseta",NEU,73,12
796547706948882432,"Qué bonito es entrar a tu correo y que dos empresas, al mismo tiempo, te confirmen un fuerte auspicio",P,101,19
790008095069970432,Últimamente no Twitteo porque no tengo ideas sobre qué Twittear 🤔🤔 ya me tiene feo el tec,N,89,17
778581008300015617,"@leonardo_veglio Tu argumento es un poco personal. Pero sí, las cosas se terminan. A algunos en 115 años, a otros en 15",N,119,22
793791165241892864,"El asesinato nuestro de cada día... Pero, eso sí, Vázquez está muy contento con Bonomi.",N,87,15
768074230541975553,@cobos_rebeca A ti por responder! Espero y deseo que te salgan nuevos proyectos!! Besitos!!,P,91,14
819012877277335557,@KozkaTripp Cuando vengas a vernos lo compruebas,NEU,48,7
768055768700575744,"@xZ4dry @xSLGY Tienes pinta buena gente por lo q veo, t he conocio gracias a qt",P,79,16
799115184681943040,"@xkidas @bambootik @NCouto2000 @GonzaloCelis copa 15 de América en 2011, cuartos en mundial 2010. Y Chile cómo anduvo en los mundiales?",N,135,21
765149098991288320,"Empieza la semana con la ilusión de saber que va a ser mágica, llena de momentos felices, sonrisas, miradas y mucho amor. Que así sea",NEU,133,25
815027638800674816,@michicheel ay jajaja pero si estoy enamorada de apu,P,52,9
800843214483820548,"@Jimmychinchay @canalN_ bien sra presidenta, se predica con el ejm, muy bien!!!!",P,80,12
814613105305063424,2 meses que parecen una eternidad. no sabes como me haces falta mi querida abuelita,NEU,83,15
817587970307981313,"@intrascendente jajaja ya es parte de ti y está bonito y está bien, hombre",P,74,14
772940864733777920,Me pongo al día con Re:zero en dos días y medio y ahora me dejan una semana intrigado por el final del capitulo. Esto no se hace eh,N,131,28
798323606858137600,"@rathaly Falleció el perro de mi amigo ""Pazuz"" por eso lo recuerdo así. No me tires un zapato. Estoy tristita.",N,110,20
796781652454338560,Como cuando soy muy chineada y me traen almuerzo al trabajo  Gracias @Antrckstr,P,79,13
794420541495136259,Ese momento en ronque agarras el sueño profundo y te despiertan de la peor forma .... Que maldad,N,96,18
802024627539214336,Dios santo alexis me ha tenido casi llorando y ahora viene a calmarme ochenta vidas después este chico,NEU,102,18
760621879644266496,No voy de tipa dura,P,19,5
780767206699307008,"@cmenghi A menos q seas empleado de Riogas, Alur, INR, IMPO, vicepresidencia o cosas así. Tener título está sobrevalorado @Nico_Selser",N,134,20
812354803485540352,Amo la nueva canción de Sofía Reyes,P,35,7
768138258987573248,"@RarrochaR bien dicho Roberto,  las cosas por su nombre,  porque nadie dice cola cado",P,85,14
799979294122475521,Uff..no..no estoy feliz..teléfono de mierda que me despertó de mi sueño hermoso..,N,81,12
776845898059964416,"Qué feo ha de ser que tu novi@ se vaya de viajey tu estes de que: me muero por que regreses, ya no puedo vivir asi y esas cosas, apoyalo",N,136,30
818606199558049792,"Recorrí toda la ciudad en un dia con mi mejor amigo, que trip",P,61,13
762076127376515073,"@MicroCoAnSh seamos sinceros: Mi rostro inocente y un: Amigo, no me podés abrir? Es que perdí las llaves y mi roommate no contesta Abre",NEU,135,24
785888803579830272,@TipicaLoca yo no me pierdo nadita ! ahora es formal ! en la mañana veo todo del cel pero no contesto ni subo nada !,NEU,116,25
801897885491167232,@AndyCamus8 JAJAJAJAJAJA Hola amigo Andy que ha sido de tu vida ya no te dejas ver,NEU,82,16
816668898770714626,@pabloalboran eyyy regresa yaa!!! Tu @FamAlboranMex te espera,N,61,8
791500091026726913,"Alguien que me hable porfa, no me quiero ir a dormir",N,52,11
818550296993333249,@qtf Yo no opino lo mismo... escribe muy similar a mi hijo de 9 años... ya tiene firma!!,NEU,88,18
801654234248806400,Yo ya estoy con gripe y ni me he mojado,NEU,39,10
818622635173101568,@PiojitoPersa aguante los fritos con mateeeees linda!!! (Quiero fritos ahora ahre) encima estoy tomando mates ahre,P,114,16
772449022913241088,"Y claro, como ella me ve fea y gorda pues lo que hay, da gusto vivir con alguien así",N,84,19
795640441752473600,@Lascosas690 EXCELENTE lo de Axel contando como se termina con DELINCUENTES en fútbol. ¿Cuándo repiten programa para grabar y amplificar?,P,137,20
806981647040180226,Que huevada es trabajar feriado,N,31,5
769025706231750656,Pensar en esa posibilidad nada mas me parte al medio y no quiero saber si llega a ser asi como me puedo llegar a poner,N,118,25
768117878197522432,@rossiepussie @luciakawaii1 te lleguen a entender y a respetar. Muy malos tienen que ser para obligarte a comer algo a la fuerza,N,128,22
770386253141438464,@LoraInThePanda @_girlpride_ @Sorendix lo mas gracioso es que diciendo esas cosas solo fomenta aun mas el odio hacia el feminismo,N,129,20
787135783463510016,"Enamorarse de la misma persona todos los días, eso es amor. #buenfindesemana @KarinLedl1",P,88,13
