id,sentencia original,label
817520539623456768,"@gialau04_ mis papás saben que eres sinónimo de borrachera, ya te conocen, sorry",N
818975041329119235,"Terminando la reunión!!! feliz de ver el crecimiento, vamos por más! #ShowPerúFusión #Piura #AsocPDC",P
819201743053590530,@ccori_alejandra y yo te extraño un mundo! este verano sin ti destruye mi alma #dramaon,N
817526226474639364,La primera melancolía del año Ojalá la oportunidad regrese y el talento esté ahí siempre u.u,NEU
816713515348197380,@fferxx_ yo te extraño más con suerte a fines de febrero voy por eeuu y te visito,NEU
818926529778511872,"@Phoemi Hola! en estos momento van chequear tu solicitud para poder ayudarte lo antes posible, lamentamos el retraso",NEU
818885897093582848,Ay me duele mi estómago Xq comi eso ayer No grasa ni gaseosa Será lo última vez lo prometo,N
812247673323614208,"Desayuno Yo: wenas me da una quinua porfa -Claro desea pan? Yo: Si uno de cada uno porfa (huevo,palta,jamonada,etc). #NosFuimos",NEU
818248298049966080,"@an_luc ya sé. y con lo mío es especialmente difícil. bro, esto no es exclusivamente sobre la plata u know this",N
818638068949413888,"Pajita el nuevo ambiente laboral, donde al parecer teniendo una buena planificacion y un gran equipo se puede salir a su hora",P
819215788485775360,"No es que me volví ""ANTISOCIAL"", eso nunca, solo que por respeto a mis criterios y lógicas me volví un ""ANTIALGUNASPERSONAS"" nada mas",NEU
818796320345518081,"Me da cólera levantarme y no tener mi piercing en la nariz, siento que cuando duermo soy sonámbula o algún fantasma me lo saca",N
818840551940206592,"@Hctor23188075 @pcmperu no sé eso espero, y lo mismo que anulen eso de la prescribición de los delitos, no sé si menciona algo de eso",NEU
817066423763824640,"@Isaa5309 Sabíamos que en la mañana, en el caso de SONE, la mayoría trabaja y eso pero valía la pena al menos fuimos en Lima #TeamSNSD",NEU
791279840989110272,Vine en bici a un curso de mi chamba en San Isidro. Genial...!! Solo mi pelo ha sufrido estragos. Pensare en algo para q mañana no suceda,NEU
778042894032703488,Vos enamorate a tu mejor amiga sin que ella lo sepa pero el dia que vos lo sepa o se lo diga como ella lo tomara .... Rzpsta,NEU
804903069360287744,¿Quién va a querer a un tipo que llega a su casa a las 12 de la noche a su casa 5 veces por semana? ¿Y que no tiene findes ni feriados?,N
817769438720258050,@Martinalonsor es que estoy sola,NEU
817357988428218369,Es tiempo de una nueva aventura,NEU
816451793068654592,@kevinghidalgo @BrunnerCesar @Aylen_1616 El prox viernes vamos,NEU
817525630589923328,@DjuJuMa si webitas lo sé pero la extraño,N
817746319527804930,Un poquito amarga mama #UnaSemanaDel2017YYo #felizdiadereyes #OTConcierto #HablaVillaran #SIGUEMEYTESIGO,N
819342888681218049,"No importa cuánto me esfuerce, mi letra siempre será horrible",N
819257424356003850,un libro en mis manos era un motivo para ser feliz,P
817360762045865984,"@ludwikapaleta si, muy hermoso, y eso que no me conociste a mi",P
816340895830339584,Me emociona mucho que les pasen cosas bonitas a las personas que quiero,P
816282953718366209,"Hoy con nuevos retos, ya no falta nada de nada para el GRAN día",NEU
818832660692930560,"@esquinabaja yeeeeh y de buenas decisiones! (Preferiblemente tomadas antes del trago, sino ya fue pues)",P
816759188445663233,No pude con mi genio y voy a almorzar. Para colmo combinado de pollo con gaseosa,NEU
816643185460080640,@natsumifs Buena Nats ! Yo llevo casi año y medio sin fumar y fue la mejor decisión,NEU
817642271189258241,"@ivyjara Como quisiera volver al pasado, para decirme a mi mismo para qué no te haga daño nunca",N
819014265143263232,"Hay dos personas a las que les confío todo y justo en este momento, ni en visto me dejan",NEU
818033550087831552,"@Quillaquiroz y, según yo, miradas a los ojos que valen por mil (todo de manera independiente a la sustancia ""amor"")",NEU
817391271673266176,@Lizzfrr el nuevo Dr Vet @fernandomerino ayudeme mi perrita no acepta a un cachorro que le hemos dado temporal que hago?,NEU
818704023637422080,"Si tu supieras que por ti me muero, que yo te quiero te quiero te quiero te quiero... POR FIN TE ENCONTRE",NEU
817592024329285632,@fioyaz Es que tu tuit me recordó a un diálogo de una serie muy graciosa que yo veía seguido antes. Pero no es,NEU
816536176790302720,"Estoy contenta, acabo de ver que los gustos que en algún momento transmití sobre una banda en específica, ha llegado a otra persona más.",P
819009094182809600,@LaliaB24 Igual después del 20 se quedan sin chamba esos payasos. Lo único bueno de ese día: no quedará UN SOLO obamista en la Tierra.,P
812694071961452544,Por que existe gente bruta !!! Que cuando ven con zapatillas nuevas te las pisan !! Que les pasa? Son dementes ? Peor cuando son blancas,N
800490925952598016,"estar en tumblr/ we heart it, el internet en general es tan frustrante porque veo arte tan hermoso y siento q lo que yo hago es tan",N
761733831829417984,".....el que confía, el que ayuda, el que ama de corazón. Ser feliz con uno mismo no es tan difícil, no dejes qie los demás te roben eso",NEU
804491951563296768,"Soy la unica que quiere un poco mas a Assereto que a Pesaressi? Ojo, no digo que no quiera a GP pero GA, a él lo quiero un poco mas.",NEU
817181841677553665,Me hacen feliz estos momentos,P
817235975801864192,Tantos argentinos y @triedtodomeache no viene,NEU
818654616015568896,La nueva versión de #Baywatch no paga,N
817451677502476289,@gabogarcia Lo pronunciamos pellót así fuerte!! . Cl,NEU
817391840815157249,"@fernandomerino @Lizzfrr buen dato lo pondré en prácticaaaaaa, gracias",P
818629078911713281,2da semana de talleres de naturaleza!! que nuevos retos vendran??,NEU
818342597257261056,@TatianaAstengoB esa serie se nota muy interesante a verla por Netflix,P
818882542015311874,El dolor de rodilla no me ha parado desde el primer día,NEU
816282818636562433,"@johannalfaros @Eduardo_JuarezM @oscargffu vuelvo a AQP en unos días, será que podemos vernos?",NEU
817405629966872577,@MaricieloCernaU justo ayer que vi tu foto te iba a decir que bonita calle,P
818315127221026820,no xq xq xq xq me duele mucho yo pensaba que ella no era así,N
818581007813132288,"@Joe_Padisha_Mon @DiarioDeCurwen Estaba en otro horario pero yo no podía ir. Claro, como mejor te acomode.",NEU
816337346501152768,"Y bueno, fue un año nuevo diferente. Pero se acabó y ahora toca volver a la realidad",NEU
817379302903791618,Tres cosas para lo que no soy buena: 1- cocinar 2- maquillaje 3- cantar. Pero así me quieren,NEU
817529511306592257,"@TubinoCarlos te vas de la ""Bankada""? Que buena noticia... Pero ahora seguro la china te da por el tubino",P
813815846195855360,No se porque hay gente tan renegara donde dice que fue el peor año.. no solo lloraron TAMBIÉN FUERON FELICES,N
818530002224484355,"@Dilger_A @Peruchapromedio Buenísimo, porque era hasta 30 soles por 2 horas y 28 minutos (con impuestos) la primera semana de enero.",NEU
784546895616172032,"Lo ""bueno"" de viajar o te dejen por hacerlos;es que sacas linea sobre si,realmente,estas ""solo"" o no.En este caso,quedo mas que claro.",NEU
817478134836641793,"Todas creemos ser diferentes para esa persona en especial. La verdad es que quien es diferente es el. Ytb hace que pensemos ""conocer""",NEU
810647507143364609,"En 1990 una amiga quiso ser policía. Sus padres se opusieron xq las mujeres no podían ser oficiales. Luego de 26 años, tenemos GENERALAS.",NEU
815906857898377220,Me gusta mucho ir a Chepén y estar con la familia de Kike. Lo que no me gusta es tener que trabajar el lunes siguiente,NEU
768333118239412224,Viendo con mi gordiflaqui LOCA POR LAS COMPRAS y el diciendo se parece un poco a ti o tu a ella jjajajajaja yo no compro tanto,NEU
785171661226119172,"se suave, no dejes que el mundo te haga duro, no dejes que el dolor te haga odiar, no dejes que la amargura robe tu dulzura.. ""PERDONA""",NEU
804358799561785344,Chiste: Había un elefante que se llamaba maíz vino un pollito y se lo comió. ja! Lo sé el chiste no es bueno pero igual te hice reír,NEU
769672659793801216,"Así te paguen bien... Si es a última hora... No se podrá... Y hoy me tocó servir, no es con pago económico, pero el pago me lo da el Rey",N
814981975211708416,@habitssofmyhrt pero es muy trillado,N
815744365054332928,"@claudiaizaguirr muchas gracias, de igual manera",NEU
815752779486597120,@OxanaJuliana1 estan lindos tus gatitos.- producen ternura,P
817515066043965441,Traigo un bronceado envidiable. Mentira. Todo me arde,NEU
816663569982980097,@cinencuentro gracias por compartir el teaser amigos de Cienencuentro,NEU
815722210379857920,Que rico es dormir con el sonido de la lluvia,P
816526996889026560,"@SamanthaLaraC faltabas mi samo, la familia unida jajajajaja, te extraño, venn",N
817393945680510977,"@KarolCavero Hola amiga, hermana de mi buen amigo. Ni para mi tengo",NEU
816339428767657984,"@nat_ea con realidad me refiero al trato limeño, nada comparado con el cusqueño",NEU
818322194359062528,Mi celular se cayó horrible y por lo visto se afectó la cámara frontal.,NEU
816270545159385089,Todo es mejor de lo que parece cuando recordamos que Dios está de nuestro lado.,P
815717536402731013,"Cusco, la luna y yo, recibimos com los brazos abiertos al primer día del 2017 #cusco…",NEU
817145064799535104,"RIP Dean ""pestañas perfectas"" Winchester. Ya sé que va a regresar en el siguiente capítulo, pero igual",NEU
786982676033048576,"!! Yo solía amarla,Yo sabía que la echaría de menos !! #GNR   Empezando El Dia Griss",NEU
818880366866010112,Ser feliz si eso significa alejarte de personas que quieres pero que te hicieron daño importa mas tu felicidad,NEU
813827309442449409,"Darth Vader no pudo, y la muerte se la llevo. Qué triste sabee que Carrie Fisher se nos fue #CarrieFisher",N
796054860302983168,"@joseedays aww!! Gracias!!!! Muaaaaaaaaaak!!!! No me gusta el sol y estoy en plena auditoría, pero la estoy pasando genial … Muak!",P
816689117014753288,"a mí me dicen ven a mi casa a las 2 y lo multiplico por 4, nos vemos a las 8, papu",NEU
803290850419757056,"Kekito ya sabe decir ""mono"", ""vaca"", ""oso"" y yo aún no termino de hacer el marco teórico de mi tesis. Ah, y #SeVieneElQuino",N
809185762604417025,"@DerLanPan soy buen hombre, hincha de SC, tengo 2 entradas a Norte, no soy revendedor ....... lo malo es que no las estoy vendiendo",NEU
812882971791396868,pásala bien con todos tus seres que el amor y la paz llene tu hogar con tus seres queridos y muchos éxitos en todo ¡!!!,NEU
817936463371390977,"Estoy en @McDonalds_PER del parque kennedy y me he dado con la triste sorpresa que ya no dan el ají increíble ya nada es igual, nada",N
797987967151112192,"Y hoy, que salir de la cama era lo último que quería hacer, nos fuimos de paseo a La Punta valió la pena no quedarse en casa!",P
784950494712238080,"Estoy arta de que todos digan ay si es bien difícil, ay si es bien sacrificada, ay si tienes que estudiar, ay si se van a la mierda?",N
"8,15231E+17","Me calmo un poco y me voy a comprar por mi cuenta Aunque no tengo ni puta idea a dónde ir, ellos se fueron a donde están las ofertas",NEU
814552695063375873,Empezando un nuevo viaje #amoviajar,NEU
816600454679273472,Quiero unas verdaderas vacaciones. Las necesito.,NEU
817509559719882753,@NaomiwongJimen2 Jaja que buena! Lo probare entonces,P
817495230245175297,#FinDeSemanaPara perderse hasta las últimas con los amigos,NEU
819023408255991810,No debí cogerme la cara con las manos suciaaaaas!!,N
819152877285507072,Seré breve: quiero yuquitas y por mi chamba no venden,NEU
817414583405150210,Hoy se acaba la fiesta más bonita del año! #últimodíadenavidad #bajadadereyes…,P
816515382307651584,"3 de enero, fecha mágica, fecha viajera, fecha de hacer sueños realidad",NEU
817644034277552128,@ivyjara Me cambiarias Por dinero o Por El chico más guapo del mundo,NEU
817356376150315008,#SiFueseBillonario te pago la operación para que te cambies de cara por fea @MananaMaldita,N
817240904004210688,"@VaneCastilloP No creo que tanto, ah. Lo que sí, es que será mucho más placentero.",P
817458292913938432,@ivyjara Aunque te extraño mucho y quisiera abrazarte y besarte con todo mi amor y cariño,NEU
818187302073761801,@mariagraciav gracias! y aun no se que dia pero creo que el 12/13 estare libre en Lima,NEU
817278779794083840,"Lo malo de no poder dormir, es que a estas horas no tengo a quien molestar, todos duermen.",N
817585149684711425,Que seriedad pues papá!! A ver el cabello con TINTE? Me da bien? MEJOR PREFIERO NATURAL! Así me identifico,N
810121220800716800,"@chikidelf me fascinas , me provocas , me arrechas !!!! Quiero conocerte y cogerte como nunca e cogido a nadie",P
816684107421851648,"@LoboDeAndunie que buena, esos alucinados que fingen ser Lobos, y esos que fingen ser gay y no saben nada de nosotros",NEU
798949850113069056,Necesito un te canela en serio no se si llorar o estar alegre o no se que me siento desubicado  ¿®ω⊙{¥;^¤|;°,NEU
818655949795823616,No entiendo la actitud agresiva gratén de tuiter. Si te jode lo que digo no masoquees y no me sigas. Es lo sano,NEU
816829495604903936,@inksquid43 sí. Se desató una lluvia intensa y me empapó las únicas zapatillas que tenía y ahora ya no puedo salir a comprar comida,NEU
812862554397691904,"Después de siete largos años vuelvo a pasar navidad junto con mi mamá, mi papá y mi hermana. Todos juntos con una yapita de sobrino.",NEU
816130797228949504,"Mario Bros cruzó 200 mundos, mató a 4000 enemigos sólo para ver a su princesa y tú no eres capaz de mandarle un jodido mensaje.-.- idiota",N
796828749488590848,"Super Junior es un escape a todas las cosas malas que pasan en mi vida, es por eso que al apoyarlos no lo veo como una obligación",P
805101611622268928,@Kano_8_ Lo mejor para el es que salga del Club Zidane no le da la Oportunidad de Jugar! A mi no me gusta que este en la Banca.,NEU
798615555263569920,"Mario si me dio pena con esta frase: ""Se que hoy en dia es muy dificil q una chica se acerque a mi"" jajajaja SOLTERA REMIX EN AL AIRE",N
816083161591513089,Tengo hambre de algo salado,NEU
815440430024142848,@pattyulloque Feliz y saludable año nuevo,NEU
816617576927260672,Ya parezco viejita levantándome y acostándome temprano,N
816739033317593098,"Que feo cuando se hacen cagones, pinches malcriados",N
816374858435137536,"@teleSURtv bien!!!viva México,viva los pueblos indígenas,viva una América libre!!!",P
818914120703602688,"@carlonchodemoda ya pss quiero ver juego , aguita pa ti!!!",NEU
810161200914759682,Totoro casi listo #Imelda #torta #totoro #cake #designcake #pastelería #lima #diseño…,NEU
816263871514165248,Vamos Ame vamos....bahhh.....q mas da.....conence el año cansada..... quiero solo dormir hoy....,NEU
815440509267279872,Feliz año! Las mejores vibras y éxitos para este 2017! Cambio y fuera,NEU
816667608913219585,Es inevitable que salga mi lado niño cuando se trata de fútbol y/o carros,NEU
818633948691623936,Cuando sales a comer solo #sunglasses #blackandwhite #bn #mall @ Real Plaza - Centro Civico,NEU
818466369519939587,No te tomes la vida tan en serio. Diviértete y has tonterías cada vez que puedas,NEU
816432547613855744,"Al callejerito Hércules le han medio destrozado el ojo derecho Ptm!!! Quien ha sido!!! Maldición, quiero matar!!!",N
818307265287651328,Ahora queda esperar a que se estrene en nuestra cartelera las últimas películas voceadas para los premios Oscar,NEU
816639113579401216,"@AlejVillalobos @mczorro No es perfecta, tiene sus cositas. Pero el balance es bueno, bastante bueno. Y claro, sales cantando",P
814319369455095808,"Ya pasó una semana de estar en Camaná y parece que hubiera llegado ayer recién, que rápido se pasa todo",NEU
817976382110257153,"escucho una canción romántica, de esas que serían hermosas dedicar, pero no hay nadie en quién pensar Nadie me gusta carajo",NEU
817526193935319040,"Me he dado cuenta que soy de emocionarme con cosas pequeñas, si no estuviera en la biblioteca estaría saltando de felicidad #Feliz",NEU
804672475485315073,Cada dia se acerca mas la navidad agamos que todos los niños tengan un motivo x cual sonreir invitalo a tu casa*-*buenos dias!!!!,NEU
800384449779142656,"Fue un bonito fin de semana cumpleañero : amigos, familia, torta, comida rica, juegos de mesa y muchas risas. Me siento bendecido y feliz",P
817399161662373889,Qué triste debe ser redactar una nota bien alegre sobre los feriados que decreta el Gobierno y saber que tú no los vas a disfrutar,N
808723938968616960,Me he puesto a llorar en plena oficina porque no podía abrir mi bolsa de m&amp;m's y no quería pedir ayuda para no tener que invitar,NEU
790619931591188480,@MichelleMarti20 es un amor viste el nuevo ep ¿¿¿ solo he visto el preview del ep de mañana y matan a la amiga de haesoo a pesar,P
777620840431190017,"Todo estaba bien con esta idea de salir a correr, hasta que me puse el polo que usaba hace 5 meses, la última vez que entrené y adiós",NEU
802155112512811008,"No me sorprende que 2ne1 se haya separado, man. Pero aún así me dio en el cora bc es un grupo legendario y empecé mi era kpop con ellas",N
813976132898852865,@Madrebeagle no todo es perfecto,NEU
818230623663955968,@esquinabaja LO vi !! lamentable realidad,N
815761458470350848,Resaca vete ya Mañana tengo que trabajar,NEU
816679131970760704,@CaveroMv Eso es indiscutible. Bien por los cremas.,P
816387973285605377,"@BestiasAlVolant Excelente, siempre me persigno cuando entro a uno",P
817413370332778496,@atenea2guerrera maldita sea !!!!! no fui yo Gracias Kellyyyyyyyyy !!!!!!!!!!!!!,NEU
816689206235959296,4 de enero y hoy empiezo a disfrutar todo todito todoooo,P
816643916434968576,@YurikitoKSP @Universitario que feo tu corazoncito! Deja ser feliz a los demás,NEU
818032207872884736,"@Terafobia buenos días princesa Era inevitable, tenía que decir esa frase de #lavidaesbella",NEU
816563594372509696,"@LeslieLeiblinZa claro que si, yo estoy en Asia se sintió fuerte pero fue cortito",NEU
817876599647387648,Lo bueno de ir al gym es que tu personal training sea muy muy guapa,P
818269038702956549,"@paunik oh. los mios tampoco, asi que por eso lo veo solo, en la tele vieja",NEU
817780539105177601,"@ChenteOink jajajaja este es un plato del restauran de mi casa, cuando quieras tienes tu descuento familiar",NEU
818604391624228869,que rico es salir a esta hora del trabajo más tiempo para escuchar @RadiomarPlusFM y a mi @Nandocabanillas,P
817578037520855044,"Siempre me tengo que enamorar de alguien en el micro y cuando me bajo, despedirme es lo más doloroso",NEU
809961459388026880,"Aprovecharé que no hay nadie en mi casa para subir el volumen lo más alto, gritar a pulmón, y bailar",NEU
810825286958845952,Buen día.... Para delante una nueva semana con fe...!!!! Con fe ... Cuanto tiempo me aguantas con mi forma de ser...,NEU
816471300327743491,"Sí, suelo ser indiferente y despistada a varias cosas, personalidades y actitudes, sobretodo las que no me interesan. Vivo con los mios",NEU
817569061513101312,"Por qué no quieres venir a mi edificio @ClaroPeru Los idiotas de @soportemovistar me cuelgan, me llevan paseando una hora, les da igual.",N
812394050632306688," En esta NAVIDAD todo regalo es bueno, decir te quiero es mejor; pero un regalo y un te quiero es mucho mejor ",P
809194836079222784,"Yo sería vegana, pero luego pienso en el tremendo pan con chicharrón y camote que me metí el otro día, y no...soy débil, no puedo",NEU
792360202699956224,"Yo sólo ame, y Di todo d mi..... aunque no soy perfecta, solo tengo un corazón sincero, una mente que te piensa a cada momento. pitufo",NEU
782056091878354944,"No, la verdad es que no sé qué haré por el cumpleaños de Yixing. O sea, ¿han visto todo lo que hacen las xingmis? Son muy lindas",P
804128218999640064,Ya me olvidé cuál era el canal de youtube donde se podía ver cbt ayer pero espero que lo pasen otra vez TE VEO Y ME PICA VICICONTE,NEU
798380874098216961,lo que mas me rompe el corazón es cuando el 76 saca su campo biótico para curar a todo el mundo y luego reaper llega cuando ya se acabó,N
801641363934769152,@jtorrespadilla fui una buena novia,P
815358570866745344,@ivyjara Te extraño un monton amor,N
817250970493030400,@EchavarriaNaya y lo bueno que no engordo,P
816368772848250880,"@gialau04_ ta weno, es que me pongo celosa",NEU
816160380900798465,Buen año nuevo gracias.... @alesalazarm @marielaslazar @romi_rb5 @AnikaJohana #conlasmejores,NEU
818306075292270593,"@JacquiRQ @dukeleleh obvio. Pero sin postre al final, mucha obesidad",N
817569745541234691,Alguien que me regale una ektachrome y una cámara misia antigua,NEU
816170574367989761,"@LuchoCastanedaL prohibir paraderos En Pza Union, Pza 2 Mayo agilizaria el tráfico.",NEU
818299172323557376,"@Florinm2709 Si no eres una mala influencia, fracasaste como mejor amiga. gracias amiga",NEU
817612205981986818,Vamos a trabajar más en ello No puedo volver a ser una persona flemática,NEU
818508234482970625,"16 chocolates Ferrero no fueron suficientes, pa la próxima ojalá me regalen la de 54",N
818282054945243137,A un paso de darle una vuelta completa a nuestro sol Lov u @ El Tizón,NEU
815395641660764160,¡Chica / chico material!! Que la salud y el dinero NUNCA falten este nuevo año #Feliz2017 \o/,NEU
817056624187764736,"@Brigittgt y con ""las conozco"", me refiero a Maria y Krisbell . Mandale mis saluditos, somos ingratas todas",N
818281689210294272,Ese aplauso para Diego Luna y Felicity Jones fue estruendoso. Tengo ganas de ver Rogue One y no puedo,P
815777576564195328,Con entusiasmo y optimismo en este primer día del año. Todo depende de lo que Dios me tiene preparado. #VamosConFe,NEU
814865873601261569,"Esos primeros puestos para Nadine, Alan y Keiko están bien ganados, más bien creo que Ollanta debería estar más abajo. @Imapax",NEU
812103886089678848,En comentarios: - Que linda. - Graciaaas. ¡¡Te extraño!! Tenemos que vernos de todas. Por FBC - ¡Hola! - *Visto a las...*,P
817609806626201600,@larepublica_pe sabran los jueces quê es honestidad? ?..y respeto? ?..no postulaba a un mercado de abastos. .si claro p lo q le interesa,N
816055981335597056,Al César: @peru21 fue el primero en nuestro país que sacó a la chica en bikini de sus páginas. Ahora sacó el horóscopo. Felicitaciones.,P
809914023584141313,"Estoy sin palabras, mi corazón esta triste, recién hace unas horas me entere que Chalena Vásquez partió de este mundo, no me lo creo aún.",N
800923199198347264,"Aveces cuando leo sus tuits y no entiendo algo, me dan ganas de preguntarles para entender mejor. Pero soy tímido y me quedo con la duda",NEU
803459066546843648,"Estoy a punto de comprarme EL VESTIDO para Año Nuevo, lo malo es que si lo compro los días que faltan me mataré haciendo cardio y abs",NEU
790802183298031616,hace mucho no e tenido que ver mi nombre en otras cuentas por que sera? a cierto yo le dije que no lo hiciera Gracias por hacer caso,NEU
805982827808489472,A quien no le ha pasado que se pone depre porque extraña a su madre o su padre. Vivi solo 18 años a su lado siento que deseo más tiempo,N
817931912882909185,Quiero un perro así porfiii.,NEU
818119535777685508,Que lindo es levantarse sin resaca,P
817990281123532801,Es el único trago que tomó puro,NEU
816269421027135488,"Construye nuevos recuerdos, en eso consiste el futuro",NEU
818091358061785089,¿Alguien de buen corazón que quiera hacerse el desayuno?,NEU
817188971394404352,"Primera reunión del equipo... ""¿Qué Tiene Miguel?"" Pronto!!!! @ Ginebra",NEU
817555033311117312,"No se que está pasando conmigo ultimamente, pero extraño a toodooos",NEU
817663109368311808,Mis demonios internos me dicen tatuajillos pero mi corona me dice no,NEU
818505881130323968,@AlfonsoEmilioL La próxima vez que no vea lo entrevisto y pregunto que escucha.,NEU
817714388945817600,Hermoso sábado del primer mes del 2017 espero disfrutar como espero que tu también..,P
816499522629238785,"@Elicrema He ahí, el misterio del por qué no llegas a la fase REM, resuelto.",NEU
816144171476090880,@VictorinoSv yo amenecí mal y estaba en el hospital u.u pero ya estoy regresando a casa.,NEU
814898138418909188,"@rusosnith que ricoooo, me abriste el apetito!! Solo una cosa. Las aceitunas tienen que ser las negras",P
813800971033870340,Feliz Cumpleaños @unforesto ! Te deseo los mayores éxitos muchacho! . @YurikitoKSP un par de chelas heladas parfavar!,NEU
816399733811986432,"Toca ir a trabajar así me duela el tobillo, necesito el dinero ya que ahora es mi único ingreso.",NEU
770775991090380800,"Manolo: se llama H&amp;M por Hombre y Mujer. Yo: ..pero.es una marca americana, no tendría sentido. Manolo: callate butch. Yo:",NEU
817632248874708992,"@ivyjara No te cambiaria , ni por la mujer más bella del mundo , Porqué Solo tengo ojos para ti",P
818442935574417408,"Buenos días tuiterlandia! Y hoy en #lavidamodernadetimmy ""me olvide de lavar toda mi ropa"" y las formas de llegar tarde al trabajo",NEU
815408035749314560,Recibir este nuevo año en familia es lo más bonito y con un corazón agradecido por tanta bendición de nuestro amado Dios. #Feliz2017,P
799136610201796608,"Ouch!! ese momento incomodo cuando te preguntan que le viste? ó, no se porque estuviste con el? .... El aspecto no lo es todo",NEU
811286287370059778,"Llamar a tu casa apurada , y que se despidan de tí , diciendo .. te quiero mucho , gordita ... Eso soluciona todo! Todo",P
800226220713672704,"@FioBarletti si pues eso q lees en mi perfil son mis rayos X, y claro, tu debes ser todo lo contrario, me amo y adoro asi",NEU
780395294538145793,Buenos días!!!! mi pensamiento esta mañana al despertar es que si o si tengo que ir a dar un paseo al parque y disfrutar de la naturaleza,NEU
777238040905453569,"Yo sé que a Yixing no se le da mucho el ser gracioso, pero se esfuerza. Cada que lo intenta nos sale con nuevos memes, pero se esfuerza",NEU
789104159438036993,Vida? Dormir? Que es eso? Terminé a las 4 mis traducciones y ya tengo que ir al estudio por más Y dicen que traducción es fácil JA JA JA,N
801479513838391296,Yeihhh de nuevo aqui #AlianzaFrancesa,P
814169579786240004,@RicardoMoran @larepublica_pe me hace muy feliz,P
815735961426329600,Mañana de nuevo a lo de siempre.,NEU
817393353008549889,"A recuperar la resistencia física, hola Viernes sangriento!!!",NEU
815842612565463040,Casi me quedo dormido en el bus hasta Trujillo,NEU
817530312192356353,"Dios aprieta pero no ahorca, creo que es muy cierto",NEU
817839317485764609,Caminar un rato siempre es bueno #gamers #paseo #disfrutalavida @ Miraflores,P
817211593398304770,"Quiero decirte, hola, como estas? Pero... los check azulitos me dan miedo",NEU
818299354964488197,"Sé fiel a ti mismo, nunca es tarde para hacer las cosas bien",NEU
811220709137596416,"#HolaATodos @rafaelcardozotv Necio!!!!!! Abre tu cerebro porfavor!!! No es la palabra, es el contexto",N
817136337094524928,“@Maagazu: @PierinaDiUre los sobrevivientes llenos de luz son vitales para el mundo!” Porque contagian esperanza,P
816495382209372160,"Pasajes Maleta Mis 3 potes de bronceador Alguien está emocionada, excepto por dejar a Salem solito",NEU
813760561452290048,"Fabiola dijo que le pida trabajo a su papa en su constructora , uhmm era que vaya",NEU
815549781888167937,Bueno Bueno Nuevo año Espero q este año sea mejor q el anterior Y comenzare con ultra drivers,NEU
815947244738412545,"@yogui0076 @Capital967 @camcesar el tiempo promedio para ejercitarse, es de 1hr. Si quieres más tiempo, la alimentación también cambia",NEU
812852370900033537,Un poquito de personalidad por favor jajajaja que ahora pongo algo y ya es por mi amada llena de ego,N
815406577645711360,"@JimenaTagle sí, como pasa el tiempo verdad? se siente nostalgia y a la misma ves una alegría inmensa Gracias @JimenaTagle !!!",NEU
815717784244158465,@IvettlyOficial Lo mejor de l 2016 fue ver crecer a Ivettly y pasar momentos de alegría y tristeza pero llenos de enseñanzas.,P
815602584996245508,El huevin respectivo debido al feriado...vao a meter una caminata mas sus chelitas para al menos ver que hay abierto en la calle.,NEU
815561899081367552,"Que rico año nuevo Huanchaco 2017 de aquí PUMA PUMKHU mañana me larrrrgo y ya tramitando mi Schenguen, hay cruditas como me hacen feliz",P
811302584858411009,@PJimr yo ya pasé todos los gratuitos también. es una maravilla. no he pagado nada. la desconexión forzosa de fin de año creo lo evitará,P
807171625431027712,"@adricordva pero y que pasa con ""todo lo puedo en cristo que me fortalece"" ""solo Dios le da batallas a los fuertes"" nada de eso? jajajaja",N
804120679515832326,cada vez que cito un tweet se va la ubicación sin tampoco poder ponerla en el momento a uds les pasa? TE VEO Y ME PICA VICICONTE,NEU
787264422158987264,Ojeras Y no es porque haya visto un dorama o haya leído un libro en una noche. estaba apunto de dormir y hacen fiesta de largo hasta hoy,NEU
792968294059741184,"uso filtro si y tu no? soy morena tal vez, la combinación de un moreno y una blanca que dan una sacalagua esa soy gorda tal vez 53 kilos",NEU
813780617477423104,Los ambulantes ya invadieron Gamarra...,N
815977258074652672,@andrewmartin711 sin duda es lo mejor,P
818440083632168960,Que rico es ver el clima nublado,P
815765024828440576,@JorgeIsique jajajaja feliz año enano cuando vengas ya,NEU
815724656967749633,Un buen inicio de año #Playa #Sur #Familia #Bronceadita,P
815693975835344896,@Victoriaasabo vi hasta el 2do episodio pero te hare caso,NEU
818542605390725120,@mayrapierola no todas las personas nena. Yo nunca seré cagada contigo,NEU
817018753082920960,@RPPNoticias @MidisPeru una buena noticia! No más frazadas. Sí más casas calientes,P
818008106684809216,Cuidando mi cachete derecho para que ne salga un grano en el izquierdo,NEU
817731310601011202,Reyes magos ; dinero .incienso y mirra para un rey que seria crucificado #Jesus,NEU
815392095766794240,@zophiap vaya manera de despedir este año... pero en otros lugares su bienvenida fue fatal,NEU
818464229594382337,Decidido: lanzo canal de YouTube. Con qué canción o con qué tema me aconsejan que empiece?,NEU
783081736443949057,@arremar ke paso????? Xq yano saldran dspues del noticiero 24 horas xqqqqqqqq!!!!!!!!!! Nadie nos da una elicacion,NEU
816409076473139201,@jbendezu Hola Javier. Te escribimos la vez pasada indicando que será en la conferencia anual de Los Productores.,NEU
